Genome	KRGM_100_05gb_M Relative Abundance (%)	KRGM_91_05gb_M Relative Abundance (%)	KRGM_92_05gb_M Relative Abundance (%)	KRGM_93_05gb_M Relative Abundance (%)	KRGM_94_05gb_M Relative Abundance (%)	KRGM_95_05gb_M Relative Abundance (%)	KRGM_96_05gb_M Relative Abundance (%)	KRGM_97_05gb_M Relative Abundance (%)	KRGM_98_05gb_M Relative Abundance (%)	KRGM_99_05gb_M Relative Abundance (%)
05_gb_bin.23	0.31856135	0.014088169	0.0044958433	1.6379024	0.23028558	1.0108721	1.2374063	0.6750557	0.2533011	0.13097216
05_gb_bin.24	0.12734886	0.42477432	1.097714	0.99526656	0.7243147	0.70448005	1.2723047	1.5814638	0.36257207	0.30070332
05_gb_bin.25	0.73419815	0.19424742	0.037160147	0.020541687	0.17238623	0.75435406	0.024543399	0.3385084	0.51874936	0.2149751
05_gb_bin.26	0.1754175	0.91728175	0.25399822	0.49095058	0.17454049	0.43090513	0.007883344	0.29305184	0.35237512	0.5774372
05_gb_bin.27	0.07537544	0.17087711	4.9285326	0.39118344	0.3506856	0.80031693	0.11163488	1.9095843	0.45098498	0.6429357
05_gb_bin.28	2.3761747	1.7994983	0.0021231158	0.00029727368	0.0015067196	0.00031140196	0.0004859588	0.0760613	0.005305131	0.0034362366
05_gb_bin.29	1.5963196	0.06391101	0.31589445	0.51907855	0.0042004576	9.247468	0.07379198	0.044738397	0.11106432	0.123048946
05_gb_bin.2	0.03715871	1.45514	1.1471235	0.0053426945	0.53618824	1.1641477	0.8924821	0.030493164	0.014378383	0.01807479
05_gb_bin.30	0.30505767	1.3068495	0.1943162	0.15202668	0.078292474	0.5537936	0.23504709	0.25598133	0.375089	0.11903345
05_gb_bin.31	0.17167884	0.014224186	0	12.240867	0.41025227	0.0050620777	11.421552	0.18908669	0.25201473	2.0186086
05_gb_bin.32	0.5466984	0.09469494	0.20080964	0.053942937	0.18832412	0.010419404	0.20369615	0.71803725	0.48267856	0.66935664
05_gb_bin.33	0.006574371	0.36980286	0.0011204972	0.000071110946	11.955082	0	0.00021561822	2.3745067	0.0072016926	1.5354093
05_gb_bin.34	0.2768858	1.4033487	0.9642058	0.6503335	1.2614418	1.8025445	6.16909	1.7580558	0.34395963	0.41458791
05_gb_bin.35	0.896176	0.4431317	0.33716005	1.2120354	0.42170686	2.8593054	0.78363776	0.9801944	0.23631749	1.6414161
05_gb_bin.36	2.589181	0.015569335	0.018370252	0.0003567931	0.03178225	0.00022047239	0.0025138024	0.07958101	0.049470697	0
05_gb_bin.37	0.23790538	1.3305634	0.007611678	0.054010555	0.43138438	0.0024006374	0.004096977	0.28616926	0.3812676	0.25423935
05_gb_bin.38	0.12187283	0.40342933	3.4789963	1.1358668	0.49516222	0.00575096	0.8373281	0.06994674	0.666779	0.048698585
05_gb_bin.39	0.0039980626	0.2904703	0.9275491	0.087762244	0.0014785414	0.13435544	0.079113066	0.95130885	0.03346395	0.1529686
05_gb_bin.3	3.2112505	4.422823	2.7967594	1.9625301	0.6929264	2.8213608	4.3584957	1.8113539	2.6413817	2.2199545
05_gb_bin.40	0.0041206046	0.08324266	0.031334445	0.96156824	1.5027064	0.040014617	0.02096596	0.16102372	0.009612926	0.023179844
05_gb_bin.41	11.027082	0.00013435361	0.0007920137	0.00013830923	0.0011867302	0.007720306	0	0.0017615604	0.00053735345	0.00043848006
05_gb_bin.42	0.051290896	0.07551375	0.36357328	0.3244947	0.21794139	0.85151047	0.2645363	0.027815206	0.27913755	0.11302854
05_gb_bin.43	0.5070418	2.9912617	1.9466457	0.0009360647	0.00300236	0.0031410449	0.0058376654	0.008738021	0.025420055	0.022813544
05_gb_bin.44	0.24915214	0.7569387	0.0051887077	0.024766961	0.31022486	1.1686842	0.40392187	0.004417102	0.31523994	0.0056972974
05_gb_bin.45	2.4062965	1.072631	2.9894726	4.5559406	0.71554	1.5240244	10.63774	0.8523991	3.1579833	1.2098393
05_gb_bin.46	0.012696478	0.00040478242	0.00480801	0.001609426	0.0061356267	2.0588942	0.00030288525	0.05255683	0.2932867	0.10316204
05_gb_bin.47	0.04086082	0.08737218	1.2616651	0.40175948	0.010480911	0.2673275	0.123262785	0.6338894	0.28115585	0.88200116
05_gb_bin.48	0.7562948	0.36897886	0.012967664	0.31780887	1.9495779	0.0026083612	0.4418266	0.036148846	0.091153845	0.01577707
05_gb_bin.49	0.016969442	0.5247447	0.015842307	3.177443	0.010852416	0.018085586	0.122532494	0.042722415	0.00709769	0.006715548
05_gb_bin.4	0.055316884	0.16846526	0.08193282	0.26794887	0.65401864	0.042459924	0.66621244	0.5680716	0.016359076	0.007927373
05_gb_bin.50	0.009557596	0.24029273	0.0054527824	1.8164004	0.13757609	0.11156952	0.3018571	0.38337973	1.2582139	10.584221
05_gb_bin.51	0.07517792	0.2824011	0.22153693	0.2038001	0.09868921	0.29803076	0.5147942	0.44905987	0.1336801	0.28460428
05_gb_bin.52	0.05371153	0.45306894	2.0964248	0.05874454	1.0857013	0.04118403	0.92566633	0.59699833	0.5943446	1.524802
05_gb_bin.53	0.070380345	0.5674079	0.72192454	0.9031057	0.42994887	0.60781777	1.6505383	0.01584532	0.5669232	0.040167075
05_gb_bin.54	0.0044222386	2.107699	0.0044663027	0.006100017	0.00481241	0.007153394	0.008129492	0.085976005	2.3652604	3.241243
05_gb_bin.55	0.37423417	0.021859335	0.27971393	0.011845007	0.51729196	0.3960536	1.6695988	1.5554175	1.3122742	1.6017445
05_gb_bin.56	0.14604953	0.07399006	0.045224	0.011102772	2.040802	0.35431957	0.031698626	0.2418275	0.7406293	0.16959195
05_gb_bin.57	0.028987832	0.43667483	0.29577774	1.1630182	0.3794125	1.1961179	0.030382348	0.3196421	0.88401824	0.31206277
05_gb_bin.58	0.0019105459	0.061546095	0.026262674	0.15409426	0.0053698574	0.4824202	0.000047762576	1.1631327	0.050174672	0.42952698
05_gb_bin.59	0.51743484	0.270818	1.6966949	0.7894975	0.01611396	0.0048734196	0.0028755842	0.019524805	0.22512606	0.010390652
05_gb_bin.5	0.05681311	0.20567356	0.043030802	0.12849638	0.090945	0.09763288	0.0117913475	0.586735	0.61887723	1.762002
05_gb_bin.60	0.5279422	0.8274241	0.24544454	0.54433304	0.25495735	0.52232397	0.5768218	0.49302414	0.8328788	0.6224715
05_gb_bin.61	0.06450474	0.121696316	0.00012930822	2.1123958	0.044367887	14.420556	0.60514456	0.42054328	0.41544208	0.29728624
05_gb_bin.62	1.8548373	0.20709595	0.13611105	1.8429044	0.23969793	0.15505286	0.88884187	0.90539527	1.2947592	1.1155629
05_gb_bin.63	0.06339269	1.5145701	0.04560522	0.12858152	0.13714056	0.0011309271	0.29243815	0.008286399	0.0031514172	0.0018950463
05_gb_bin.64	0.0028697024	0.05698405	0.003925668	0.01013034	0.7577726	0.00081285427	0.001258259	0.34622696	2.1902184	0.0010857753
05_gb_bin.65	0.7890412	1.2875702	2.5656924	1.5309297	0.5150327	4.346873	1.9909261	1.6111186	1.9126577	0.43964434
05_gb_bin.66	0.2543651	0.036751967	0.006756145	2.0446866	2.1644366	0.0011063019	0.20775147	0.29394582	2.137762	0.0009104239
05_gb_bin.67	0.108638115	0.33883446	0.1339329	0.3599094	0.14024529	0.12826866	0.5832158	0.25549123	0.13686468	0.39083838
05_gb_bin.68	0.9992323	0.96143425	0.45920292	0.06368283	0.043970298	0.10051747	1.479612	0.40002275	0.1562915	0.81026137
05_gb_bin.69	0.74428564	0.00038332274	0.0008300485	0.15291804	0.00045822724	0.038328305	0.40114212	0.2574592	0.93144476	0.00032021105
05_gb_bin.6	0.00008606665	0.000045942445	2.3602693	0.000048227008	0	0	0.000036747246	0.00022660136	0.00017408513	0.00013913326
05_gb_bin.7	3.8043547	0.0056957793	1.584747	0.0021987336	0.0051732203	0.00042886482	0.0017015003	0.37163168	1.3129016	1.0762317
05_gb_bin.8	0.001835192	0.09189438	0.17381564	0.0465491	0.0010813948	0.003250325	0.00045551252	0.20940705	0.04643423	1.8658277
05_gb_bin.9	0.3150039	1.745102	0.008458478	0.002429785	2.3711278	0.0006403389	0.00052291044	0.0027494573	0.34321028	0.0045772395
