sample	coverage	taxonomy
CAMI2_marine0_R1	0.27	Root; d__Archaea; p__Halobacteriota; c__Methanosarcinia; o__Methanosarcinales; f__Methanosarcinaceae
CAMI2_marine0_R1	0.1	Root; d__Archaea; p__Halobacteriota; c__Halobacteria; o__Halobacteriales; f__Haloarculaceae
CAMI2_marine0_R1	0.23	Root; d__Archaea; p__Halobacteriota; c__Halobacteria; o__Halobacteriales; f__Haloferacaceae
CAMI2_marine0_R1	0.05	Root; d__Archaea; p__Methanobacteriota; c__Methanococci; o__Methanococcales; f__Methanococcaceae
CAMI2_marine0_R1	0.16	Root; d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Aciduliprofundales; f__Aciduliprofundaceae
CAMI2_marine0_R1	0.98	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Vibrionaceae
CAMI2_marine0_R1	1.87	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Alteromonadaceae
CAMI2_marine0_R1	0.06	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Psychromonadaceae
CAMI2_marine0_R1	0.06	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__DSM-6294
CAMI2_marine0_R1	0.34	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae
CAMI2_marine0_R1	0.06	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Oleiphilaceae
CAMI2_marine0_R1	0.4	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae
CAMI2_marine0_R1	0.11	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Chromatiales; f__Chromatiaceae
CAMI2_marine0_R1	0.28	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Chromatiales; f__Sedimenticolaceae
CAMI2_marine0_R1	0.34	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_B
CAMI2_marine0_R1	0.3	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae
CAMI2_marine0_R1	0.4	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae
CAMI2_marine0_R1	2.32	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae
CAMI2_marine0_R1	0.23	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae
CAMI2_marine0_R1	0.4	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae
CAMI2_marine0_R1	0.98	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae
CAMI2_marine0_R1	0.4	Root; d__Bacteria; p__Bacteroidota; c__Chlorobia; o__Chlorobiales; f__Chlorobiaceae
CAMI2_marine0_R1	3.36	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae
CAMI2_marine0_R1	0.11	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae
CAMI2_marine0_R1	0.17	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__Cyanobacteriales; f__Nostocaceae
CAMI2_marine0_R1	0.4	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae
CAMI2_marine0_R1	0.34	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Mycobacteriales; f__Mycobacteriaceae
CAMI2_marine0_R1	0.11	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Mycobacteriales; f__Micromonosporaceae
CAMI2_marine0_R1	0.34	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales; f__Dermatophilaceae
CAMI2_marine0_R1	0.12	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales; f__Cellulomonadaceae
CAMI2_marine0_R1	1.24	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae
CAMI2_marine0_R1	0.17	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae
CAMI2_marine0_R1	0.06	Root; d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfobacteraceae
CAMI2_marine0_R1	0.45	Root; d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae
CAMI2_marine0_R1	0.11	Root; d__Archaea; p__Methanobacteriota_B; c__Thermococci; o__Thermococcales; f__Thermococcaceae; g__Pyrococcus
CAMI2_marine0_R1	0.08	Root; d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Aciduliprofundales; f__Aciduliprofundaceae; g__Aciduliprofundum
CAMI2_marine0_R1	0.06	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Vibrionaceae; g__Photobacterium
CAMI2_marine0_R1	48.8	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Vibrionaceae; g__Vibrio
CAMI2_marine0_R1	0.13	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Vibrionaceae; g__Aliivibrio
CAMI2_marine0_R1	7.5	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Shewanellaceae; g__Shewanella
CAMI2_marine0_R1	10.62	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Alteromonadaceae; g__Alteromonas
CAMI2_marine0_R1	0.04	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Alteromonadaceae; g__Paraglaciecola
CAMI2_marine0_R1	0.2	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Alteromonadaceae; g__Pseudoalteromonas
CAMI2_marine0_R1	0.18	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Kangiellaceae; g__Kangiella
CAMI2_marine0_R1	17.9	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Psychrobacter
CAMI2_marine0_R1	1.21	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Oleiphilaceae; g__Marinobacter
CAMI2_marine0_R1	2.67	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas_E
CAMI2_marine0_R1	0.08	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Stutzerimonas
CAMI2_marine0_R1	0.27	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales; f__Halomonadaceae; g__Halomonas
CAMI2_marine0_R1	0.32	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Serratia_J
CAMI2_marine0_R1	0.06	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Edwardsiella
CAMI2_marine0_R1	0.17	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas
CAMI2_marine0_R1	0.21	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Alteriqipengyuania
CAMI2_marine0_R1	0.05	Root; d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Alteraurantiacibacter
CAMI2_marine0_R1	0.62	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Bacillaceae; g__Bacillus
CAMI2_marine0_R1	0.19	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Planococcaceae; g__Planococcus
CAMI2_marine0_R1	0.23	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Bacillales; f__Anoxybacillaceae; g__Geobacillus
CAMI2_marine0_R1	0.11	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Paenibacillus
CAMI2_marine0_R1	0.04	Root; d__Bacteria; p__Bacillota; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus
CAMI2_marine0_R1	0.06	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Tenacibaculum
CAMI2_marine0_R1	0.03	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Lacinutrix
CAMI2_marine0_R1	0.05	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Polaribacter
CAMI2_marine0_R1	0.07	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Gramella
CAMI2_marine0_R1	1.76	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Bizionia
CAMI2_marine0_R1	0.13	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Formosa
CAMI2_marine0_R1	0.2	Root; d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Flammeovirgaceae; g__Flammeovirga
CAMI2_marine0_R1	0.5	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Prochlorococcus_A
CAMI2_marine0_R1	0.4	Root; d__Bacteria; p__Cyanobacteriota; c__Cyanobacteriia; o__PCC-6307; f__Cyanobiaceae; g__Prochlorococcus_B
CAMI2_marine0_R1	1.04	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Microbacterium
CAMI2_marine0_R1	0.6	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Plantibacter
CAMI2_marine0_R1	0.45	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales; f__Microbacteriaceae; g__Rhodoglobus
CAMI2_marine0_R1	0.08	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Actinomycetales; f__Micrococcaceae; g__Micrococcus
CAMI2_marine0_R1	1.42	Root; d__Bacteria; p__Actinomycetota; c__Actinomycetia; o__Streptomycetales; f__Streptomycetaceae; g__Streptomyces
CAMI2_marine0_R1	0.22	Root; d__Bacteria; p__Bacillota_A; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium
CAMI2_marine0_R1	0.01	Root; d__Bacteria; p__Desulfobacterota; c__Desulfovibrionia; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Maridesulfovibrio
CAMI2_marine0_R1	1.88	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus adriaticus
CAMI2_marine0_R1	4.26	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus sediminis
CAMI2_marine0_R1	0.44	Root; d__Archaea; p__Thermoproteota; c__Nitrososphaeria; o__Nitrososphaerales; f__Nitrosopumilaceae; g__Nitrosopumilus; s__Nitrosopumilus koreensis
CAMI2_marine0_R1	1.5	Root; d__Archaea; p__Thermoproteota; c__Thermoprotei_A; o__Sulfolobales; f__Acidilobaceae; g__Aeropyrum; s__Aeropyrum camini
CAMI2_marine0_R1	2.24	Root; d__Archaea; p__Thermoproteota; c__Thermoprotei_A; o__Sulfolobales; f__Ignicoccaceae; g__Ignicoccus; s__Ignicoccus islandicus
CAMI2_marine0_R1	87.87	Root; d__Archaea; p__Thermoproteota; c__Thermoprotei_A; o__Sulfolobales; f__Pyrodictiaceae; g__Hyperthermus; s__Hyperthermus butylicus
CAMI2_marine0_R1	0.8	Root; d__Archaea; p__Thermoproteota; c__Thermoprotei_A; o__Sulfolobales; f__Desulfurococcaceae; g__Staphylothermus; s__Staphylothermus marinus
CAMI2_marine0_R1	0.53	Root; d__Archaea; p__Thermoproteota; c__Thermoprotei; o__Thermoproteales; f__Thermoproteaceae; g__Pyrobaculum; s__Pyrobaculum aerophilum
CAMI2_marine0_R1	43.22	Root; d__Archaea; p__Methanobacteriota_B; c__Thermococci; o__Thermococcales; f__Thermococcaceae; g__Palaeococcus; s__Palaeococcus pacificus
CAMI2_marine0_R1	2.97	Root; d__Archaea; p__Methanobacteriota_B; c__Thermococci; o__Thermococcales; f__Thermococcaceae; g__Pyrococcus; s__Pyrococcus sp000211475
CAMI2_marine0_R1	1.99	Root; d__Archaea; p__Methanobacteriota_B; c__Thermococci; o__Thermococcales; f__Thermococcaceae; g__Pyrococcus; s__Pyrococcus abyssi
CAMI2_marine0_R1	0.71	Root; d__Archaea; p__Methanobacteriota_B; c__Thermococci; o__Thermococcales; f__Thermococcaceae; g__Pyrococcus; s__Pyrococcus furiosus
CAMI2_marine0_R1	3.59	Root; d__Archaea; p__Methanobacteriota_B; c__Thermococci; o__Thermococcales; f__Thermococcaceae; g__Thermococcus; s__Thermococcus sp000221185
CAMI2_marine0_R1	2.87	Root; d__Archaea; p__Methanobacteriota_B; c__Thermococci; o__Thermococcales; f__Thermococcaceae; g__Thermococcus; s__Thermococcus sp000151205
CAMI2_marine0_R1	0.88	Root; d__Archaea; p__Methanobacteriota_B; c__Thermococci; o__Thermococcales; f__Thermococcaceae; g__Thermococcus; s__Thermococcus gammatolerans
CAMI2_marine0_R1	0.97	Root; d__Archaea; p__Methanobacteriota_B; c__Thermococci; o__Thermococcales; f__Thermococcaceae; g__Thermococcus; s__Thermococcus nautili
CAMI2_marine0_R1	1.41	Root; d__Archaea; p__Methanobacteriota_B; c__Thermococci; o__Thermococcales; f__Thermococcaceae; g__Thermococcus; s__Thermococcus eurythermalis
CAMI2_marine0_R1	9.46	Root; d__Archaea; p__Halobacteriota; c__Methanosarcinia; o__Methanosarcinales; f__Methanosarcinaceae; g__Methanosarcina; s__Methanosarcina siciliae
CAMI2_marine0_R1	0.43	Root; d__Archaea; p__Halobacteriota; c__Methanosarcinia; o__Methanosarcinales; f__Methanosarcinaceae; g__MTP4; s__MTP4 sp000970045
CAMI2_marine0_R1	3.19	Root; d__Archaea; p__Halobacteriota; c__Halobacteria; o__Halobacteriales; f__Haloarculaceae; g__Halorhabdus; s__Halorhabdus tiamatea
CAMI2_marine0_R1	1.16	Root; d__Archaea; p__Halobacteriota; c__Halobacteria; o__Halobacteriales; f__Haloferacaceae; g__Haloferax; s__Haloferax mediterranei
CAMI2_marine0_R1	5.2	Root; d__Archaea; p__Halobacteriota; c__Methanomicrobia; o__Methanomicrobiales; f__Methanoculleaceae; g__Methanoculleus; s__Methanoculleus marisnigri
CAMI2_marine0_R1	6.62	Root; d__Archaea; p__Halobacteriota; c__Archaeoglobi; o__Archaeoglobales; f__Archaeoglobaceae; g__Archaeoglobus; s__Archaeoglobus fulgidus
CAMI2_marine0_R1	1.44	Root; d__Archaea; p__Methanobacteriota; c__Methanococci; o__Methanococcales; f__Methanocaldococcaceae; g__Methanocaldococcus; s__Methanocaldococcus vulcanius
CAMI2_marine0_R1	0.63	Root; d__Archaea; p__Methanobacteriota; c__Methanococci; o__Methanococcales; f__Methanocaldococcaceae; g__Methanocaldococcus; s__Methanocaldococcus jannaschii
CAMI2_marine0_R1	0.9	Root; d__Archaea; p__Methanobacteriota; c__Methanococci; o__Methanococcales; f__Methanococcaceae; g__Methanotorris; s__Methanotorris igneus
CAMI2_marine0_R1	0.43	Root; d__Archaea; p__Methanobacteriota; c__Methanococci; o__Methanococcales; f__Methanococcaceae; g__Methanococcus; s__Methanococcus maripaludis_A
CAMI2_marine0_R1	4.25	Root; d__Archaea; p__Nanoarchaeota; c__Nanoarchaeia; o__Nanoarchaeales; f__Nanoarchaeaceae; g__Nanoarchaeum; s__Nanoarchaeum equitans
CAMI2_marine0_R1	2.78	Root; d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Aciduliprofundales; f__Aciduliprofundaceae; g__Aciduliprofundum; s__Aciduliprofundum boonei
CAMI2_marine0_R1	2.17	Root; d__Archaea; p__Nanohaloarchaeota; c__Nanosalinia; o__Nanosalinales; f__Nanosalinaceae; g__Nanohalobium; s__Nanohalobium sp001761425
CAMI2_marine0_R1	2.41	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Vibrionaceae; g__Photobacterium; s__Photobacterium gaetbulicola
CAMI2_marine0_R1	0.95	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Vibrionaceae; g__Photobacterium; s__Photobacterium profundum_A
CAMI2_marine0_R1	37.56	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Vibrionaceae; g__Vibrio; s__Vibrio ordalii
CAMI2_marine0_R1	5.36	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Vibrionaceae; g__Vibrio; s__Vibrio anguillarum
CAMI2_marine0_R1	4.35	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Vibrionaceae; g__Vibrio; s__Vibrio nigripulchritudo
CAMI2_marine0_R1	15.42	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Vibrionaceae; g__Vibrio; s__Vibrio natriegens
CAMI2_marine0_R1	6.16	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Vibrionaceae; g__Vibrio; s__Vibrio cholerae
CAMI2_marine0_R1	19.13	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Vibrionaceae; g__Aliivibrio; s__Aliivibrio wodanis
CAMI2_marine0_R1	19.68	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Vibrionaceae; g__Aliivibrio; s__Aliivibrio salmonicida_A
CAMI2_marine0_R1	12.67	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Vibrionaceae; g__Aliivibrio; s__Aliivibrio sp900312675
CAMI2_marine0_R1	7.85	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Shewanellaceae; g__Shewanella; s__Shewanella hanedai
CAMI2_marine0_R1	4.71	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Shewanellaceae; g__Shewanella; s__Shewanella halifaxensis
CAMI2_marine0_R1	2.76	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Shewanellaceae; g__Shewanella; s__Shewanella baltica
CAMI2_marine0_R1	7.71	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Shewanellaceae; g__Shewanella; s__Shewanella sp000203935
CAMI2_marine0_R1	0.77	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Shewanellaceae; g__Shewanella; s__Shewanella denitrificans
CAMI2_marine0_R1	3.14	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Alteromonadaceae; g__Alteromonas; s__Alteromonas hispanica
CAMI2_marine0_R1	35.89	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Alteromonadaceae; g__Alteromonas; s__Alteromonas mediterranea
CAMI2_marine0_R1	0.68	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Alteromonadaceae; g__Paraglaciecola; s__Paraglaciecola atlantica_A
CAMI2_marine0_R1	0.57	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Alteromonadaceae; g__Paraglaciecola; s__Paraglaciecola psychrophila
CAMI2_marine0_R1	5.23	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Alteromonadaceae; g__Colwellia; s__Colwellia psychrerythraea_A
CAMI2_marine0_R1	2.67	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Alteromonadaceae; g__Pseudoalteromonas; s__Pseudoalteromonas nigrifaciens
CAMI2_marine0_R1	0.64	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Alteromonadaceae; g__Pseudoalteromonas; s__Pseudoalteromonas luteoviolacea_G
CAMI2_marine0_R1	0.97	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Alteromonadaceae; g__Glaciecola; s__Glaciecola nitratireducens
CAMI2_marine0_R1	0.51	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Alteromonadaceae; g__Thalassotalea_A; s__Thalassotalea_A crassostreae
CAMI2_marine0_R1	12.08	Root; d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Enterobacterales_A; f__Moritellaceae; g__Moritella; s__Moritella viscosa
